SMILES,ionicSMILES,Modifier,Behaviour Type,Positive?,1500,2000,2500,3000,3250,3500,3750,4000
S=C(N/N=C/c1ccccn1)Nc2ccncc2,S=C(N\N=C\c1ccccn1)Nc2cccc[nH+]2,1,0,0,-0.5,-1.1,-1.9,-2.8,-3.5,-4.1,-4.6,-5.2
S=C(N\N=C\c1ccccn1)Nc2ccccn2,S=C(N\N=C\c1ccccn1)Nc2cccc[nH+]2,0,2,0,1,1.5,2.5,4,4.84,5.8,6.96,8.4
S=C(N\N=C\c1ccccn1)Nc2ccccn2,S=C(N\N=C\c1ccccn1)Nc2cccc[nH+]2,1,0,0,0,-0.4,-2.1,-3.6,-4.4,-5.2,-6.3,-6.5
C/C=C/C(O)=O,C/C=C/C([O-])=O,1,0,1,-7.162756623,-16.55058065,-31.95999384,-53.7990822,-66.27056669,-77.73165147,-87.53148029,-94.16119633
OC(=O)C(O)=O,OC(=O)C([O-])=O,1,0,1,-8.258623818,-18.50875811,-34.42250379,-52.37164598,-59.72270362,-66.33907249,-72.88405192,-75.77802038
NCCCC(O)=O,NCCCC([O-])=O,1,0,1,-5.886117246,-13.44770145,-25.32624015,-41.7869718,-51.00872428,-59.92455438,-67.76258398,-75
CC(C)CC(O)=O,CC(C)CC([O-])=O,1,0,1,-5.670833575,-12.7122871,-23.79017929,-39.34041367,-48.44712141,-57.53415401,-65.82705883,-73.31737107
CCCCC(O)=O,CCCCC([O-])=O,1,0,1,-5.539616203,-12.44244672,-23.35076719,-38.84167868,-48.46085715,-57.09003894,-65.52744487,-72.3885378
OC(=O)c1ccccn1,[O-]C(=O)c1ccccn1,1,0,1,-6.087243255,-13.63034734,-25.46005684,-41.64974757,-50.63570555,-58.428498,-66.60263335,-71.30979945
NCC[S](O)=O,NCC[S]([O-])=O,1,0,1,-7.567170692,-17.64627758,-33.07686149,-50.13690428,-57.75533288,-63.19344462,-67.61910306,-70.26896104
NCC(F)C(O)=O,NCC(F)C([O-])=O,1,0,1,-6.895467323,-15.72786559,-29.06662799,-45.74419363,-53.80678182,-60.73159033,-65.45969704,-69.61104121
OC(=O)/C=C/C(O)=O,OC(=O)/C=C/C([O-])=O,1,0,1,-7.218550255,-16.72013558,-30.97188312,-47.73924594,-55.65128105,-62.28766849,-67.12738168,-67.42415244
Cc1ccccc1O,Cc1ccccc1[O-],1,0,1,-6.317810164,-14.07666042,-25.31141774,-40.37712633,-48.52417219,-56.1618066,-62.03588436,-65.97522459
OC(=O)c1ccncc1,[O-]C(=O)c1ccncc1,1,0,1,-6.373465472,-14.46259929,-26.78624742,-42.01091955,-49.13501222,-55.45284611,-60.82732893,-65.7651849
OC(=O)c1cccc(O)c1,[O-]C(=O)c1cccc(O)c1,1,0,1,-6.039459106,-13.74467974,-24.55349507,-38.27640044,-45.70429231,-52.6633981,-59.09993025,-65.24960135
OC(=O)c1cccnc1,[O-]C(=O)c1cccnc1,1,0,1,-6.402537408,-14.44970772,-26.90918322,-42.02935652,-49.04844426,-55.36137463,-62.04651512,-64.40926039
OC(=O)c1ccc(F)cc1,[O-]C(=O)c1ccc(F)cc1,1,0,1,-5.510816325,-12.61063355,-23.56342164,-38.02892188,-45.42013393,-52.53451707,-58.48276143,-63.83617669
OC(=O)[C@@H]1CCCN1,[O-]C(=O)[C@@H]1CCCN1,1,0,1,-5.941091307,-13.24335906,-24.14191427,-38.80989297,-46.61078363,-54.28650818,-60.97655191,-63.7444933
CC(C)[C@@H](N)C(O)=O,CC(C)[C@@H](N)C([O-])=O,1,0,1,-5.441539963,-12.17557032,-22.40348626,-36.11459243,-43.82473855,-50.7427696,-56.79368672,-62.25653616
Nc1cccc(c1)C(O)=O,Nc1cccc(c1)C([O-])=O,1,0,1,-4.998853774,-11.34856613,-20.98608299,-34.46569942,-41.74129461,-49.47148846,-56.76939531,-62.08960737
CCCCCC(O)=O,CCCCCC([O-])=O,1,0,1,-4.68474952,-10.39256339,-19.30354146,-31.80161772,-39.19712647,-47.08375907,-54.78634528,-61.83699843
OC(=O)[C@@H]1CCC(=O)N1,[O-]C(=O)[C@@H]1CCC(=O)N1,1,0,1,-5.788631198,-12.9286075,-23.975018,-37.51933922,-43.97813465,-50.3203185,-55.8358581,-59.38644924
Oc1ccc(O)cc1,Oc1ccc([O-])cc1,1,0,1,-5.69397384,-11.95560921,-21.02149482,-31.59096605,-37.7855997,-44.63091239,-51.93209035,-59.2352113
OC(=O)\C=C\c1ccccc1,[O-]C(=O)\C=C\c1ccccc1,1,0,1,-4.23019023,-9.841075125,-18.42922479,-30.47422258,-37.6257506,-45.2319537,-52.41935706,-59.14793362
Oc1cc(O)cc(O)c1,Oc1cc(O)cc([O-])c1,1,0,1,-5.337674077,-11.32595506,-20.43091257,-31.36787614,-37.50332932,-44.21296699,-51.42879819,-58.81354319
NC(CO)C(O)=O,NC(CO)C([O-])=O,1,0,1,-7.558959496,-16.87919906,-30.74673352,-45.31278987,-51.6875,-55.625,-57.3125,-58.25
CN(CC(O)=O)C(N)=N,CN(CC([O-])=O)C(N)=N,1,0,1,-6.617504298,-14.65543631,-26.33880637,-41.12514174,-47.51524518,-52.66094338,-55.8125,-58
NCCc1ccc(O)cc1,NCCc1ccc([O-])cc1,1,0,1,-4.412002469,-9.888863057,-18.48413319,-30.30736295,-36.54135917,-43.82078152,-50.87456244,-56.28222776
Nc1ncnc2nc[nH]c12,[NH-]c1ncnc2nc[nH]c12,1,1,1,-8.177811142,-18.45871707,-32.82383511,-46.70436949,-50.08149585,-54.875,-56.625,-55.75
Nc1ncccc1C(O)=O,Nc1ncccc1C([O-])=O,1,0,1,-6.007012299,-13.33823994,-24.45953028,-37.80755307,-43.98326052,-49.36435812,-54.56200042,-55.70065896
C1=CC(=CC=C1C(=O)O)S,C1=CC(=CC=C1C(=O)[O-])S,1,0,1,-5.575990366,-11.21868743,-20.41704202,-32.72590842,-39.41718729,-45.69186236,-50.95715657,-55.6543022
CC(C)C[C@@H](N)C(O)=O,CC(C)C[C@@H](N)C([O-])=O,1,0,1,-4.573193499,-10.20940372,-18.709042,-30.25292006,-36.88324024,-43.42608895,-49.49810255,-55.04363372
CC(C)SCC(=O)O,CC(C)SCC(=O)[O-],1,0,1,-4.633129905,-10.57733003,-19.73230965,-32.03674964,-38.66475285,-44.97983661,-50.27998187,-54.79234656
Oc1cccc2ccccc12,[O-]c1cccc2ccccc12,1,0,1,-5.400913807,-11.63745521,-20.78706243,-33.28875769,-39.68948629,-45.42889861,-49.68735885,-54.67248462
CC(C)(C)OCC(=O)O,CC(C)(C)OCC(=O)[O-],1,0,1,-4.305300179,-9.760342756,-18.22876865,-29.66862364,-36.20704186,-42.92974941,-49.29038588,-54.44496522
CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc([O-])cc1,1,0,1,-4.706966331,-10.44868924,-19.07733993,-30.75667109,-37.34254803,-43.55270569,-48.64998034,-53.32908831
Oc1ccc2[nH]ccc2c1,[O-]c1ccc2[nH]ccc2c1,1,0,1,-4.742074552,-10.32974188,-19.59830316,-31.94883117,-38.75948699,-44.62891068,-50.05666824,-52.95386933
CCCCCCC(O)=O,CCCCCCC([O-])=O,1,0,1,-3.963523555,-8.762382309,-16.13830095,-26.32762981,-32.52997041,-39.11529036,-45.90450634,-52.45986236
OC(=O)c1ccc(cc1)C(O)=O,OC(=O)c1ccc(cc1)C([O-])=O,1,0,1,-4.636904705,-10.51784288,-19.45073387,-31.15556033,-37.4317086,-43.09284054,-49.24219586,-52.44642257
Oc1ccc(cc1)n2cccc2,[O-]c1ccc(cc1)n2cccc2,1,0,1,-4.227066266,-9.646525626,-17.67324049,-28.5191336,-34.93666332,-41.07031042,-46.4684377,-52.06420178
C[C@@H](O)[C@H](N)C(O)=O,C[C@@H](O)[C@H](N)C([O-])=O,1,0,1,-6.430038572,-14.20943851,-25.71946646,-38.27214608,-44.75,-47.5,-49.6875,-51
OC(=O)c1cccc(c1)C(O)=O,OC(=O)c1cccc(c1)C([O-])=O,1,0,1,-4.286564633,-9.708006371,-17.98922047,-29.09261553,-35.15441244,-41.01222878,-45.98760813,-51
CNC1=CC=CC=C1C(=O)O,CNC1=CC=CC=C1C(=O)[O-],1,0,1,-4.749532501,-10.73078933,-19.90225132,-31.72079535,-37.65159995,-42.94717424,-47.35758123,-50.53976173
CC(=O)C1=CC=C(C=C1)C(=O)O,CC(=O)C1=CC=C(C=C1)C(=O)[O-],1,0,1,-4.366780566,-9.876979186,-18.40702284,-29.49740592,-35.46302899,-40.98469097,-45.46968895,-49
CC1=CC(=CC(=C1F)C)C(=O)O,CC1=CC(=CC(=C1F)C)C(=O)[O-],1,0,1,-3.688320362,-8.420304277,-15.7498226,-25.66278054,-31.50723529,-37.50803762,-43.36422939,-48.45775176
NC[C@@H]1CC[C@H](CC1)C(O)=O,NC[C@@H]1CC[C@H](CC1)C([O-])=O,1,0,1,-3.412508103,-7.622408756,-14.23492508,-23.24380992,-28.98430073,-35.13553035,-41.3414206,-48.06507037
CSCC[C@H](N)C(O)=O,CSCC[C@H](N)C([O-])=O,1,0,1,-4.31676548,-9.66180154,-17.66141596,-28.36994307,-34.31450568,-39.96935504,-45.07536955,-47.97170524
OC(=O)C(F)(F)C(F)(F)F,[O-]C(=O)C(F)(F)C(F)(F)F,1,0,1,-3.943102881,-8.52108191,-15.29889361,-24.26280957,-29.71539008,-35.21804272,-40.54840625,-47.47863514
Oc1ccc2c(Cc3ccccc23)c1,[O-]c1ccc2c(Cc3ccccc23)c1,1,0,1,-3.796028459,-8.624343959,-15.82450305,-25.63637568,-31.29779793,-37.07680073,-42.51787054,-47.33526173
C(=CI)C(=O)O,C(=CI)C(=O)[O-],1,0,1,-4.25,-11.20607847,-19.85252668,-29.75,-34.7476288,-39.76505945,-43.22483117,-47.24240078
Oc1ccc(Cl)cc1Cl,[O-]c1ccc(Cl)cc1Cl,1,0,1,-5.15898228,-10.98316926,-19.80501285,-31.08938733,-36.22653212,-40.53329083,-42.94657633,-46.52987279
N[C@@H](Cc1ccccc1)C(O)=O,N[C@@H](Cc1ccccc1)C([O-])=O,1,0,1,-3.734838765,-8.358081162,-15.3842433,-24.66759978,-30.14774288,-35.63672136,-41.07561663,-45
NC1=CC(=NC(=N)N1O)N2CCCCC2,NC1=CC(=NC(=N)N1[O-])N2CCCCC2,1,0,1,-3.062603108,-7.103200561,-13.76799723,-23.02796425,-28.930983,-34.48567585,-40.08375928,-44.83352094
OC(=O)Cc1c[nH]c2ccccc12,[O-]C(=O)Cc1c[nH]c2ccccc12,1,0,1,-3.443399235,-7.73555893,-14.30637727,-23.16655125,-28.34283011,-33.7597925,-39.27753962,-44.55189042
OC(C(O)=O)c1ccccc1,OC(C([O-])=O)c1ccccc1,1,0,1,-4.645655432,-10.57129468,-19.32917643,-29.76896344,-34.52688025,-38.23916531,-41.37478602,-44.51653734
CCCCCCCC([O-])=O,CCCCCCCC([O-])=O,1,0,1,-3.315397316,-7.367884315,-13.56151942,-22.00608736,-27.10641873,-32.66683422,-38.56448069,-44.47194449
Nc1cc(ccc1C(O)=O)C(O)=O,Nc1cc(ccc1C(O)=O)C([O-])=O,1,0,1,-4.235689412,-9.549885043,-17.47240504,-27.61575788,-32.62951079,-37.18603338,-41.03576895,-44.25
NCCc1ccc(O)c(O)c1,NCCc1ccc([O-])c(O)c1,1,0,1,-4.306327396,-8.850976176,-16.00087101,-25.94806208,-31.26112246,-36.24921727,-40.68203549,-43.6915646
Oc1ccccc1[N+]([O-])=O,[O-]c1ccccc1[N+]([O-])=O,1,1,1,-6.116291734,-14.15925628,-24.97204449,-35.01270779,-39.84215641,-42.89527204,-43.77400242,-43.18786213
Oc1cc2ccccc2c3ccccc13,[O-]c1cc2ccccc2c3ccccc13,1,0,1,-3.646850011,-8.11302813,-14.98410167,-24.44944134,-29.56345777,-34.4123315,-38.54590547,-42.35755133
CC1=C(C=CC(=C1)Br)C(=O)O,CC1=C(C=CC(=C1)Br)C(=O)[O-],1,0,1,-3.777120033,-8.510309245,-15.6282398,-24.92626096,-30.00734375,-34.82732862,-39.25078945,-42.35699515
COc1cc(\C=C\C(O)=O)ccc1O,COc1cc(\C=C\C([O-])=O)ccc1O,1,0,1,-3.073828438,-6.722147797,-12.47078849,-20.4501643,-25.26863531,-30.4844438,-36.47164118,-42.27939631
N[C@@H](Cc1ccc(O)cc1)C(O)=O,N[C@@H](Cc1ccc(O)cc1)C([O-])=O,1,0,1,-3.260134299,-7.411994668,-13.63594138,-21.88558092,-26.79389397,-31.89098405,-36.97506203,-41.91466834
N[C@@H](CC(N)=O)C(O)=O,N[C@@H](CC(N)=O)C([O-])=O,1,1,1,-5.949008815,-13.77680026,-25.18772722,-36.82616968,-43.15859306,-47.9057712,-45.16842271,-41.5
NCC(=O)N1CCCC1C(O)=O,NCC(=O)N1CCCC1C([O-])=O,1,0,1,-4.049407192,-8.959930454,-16.31376078,-25.72777683,-30.97808307,-35.65017339,-39.39982918,-41.21184164
CC(C)NC1=NC(=O)N=C(N)N1,CC(C)NC1=NC(=O)N=C(N)[N-]1,1,1,1,-5.338882417,-12.3752312,-22.34999404,-33.26751539,-36.71355228,-39.78257191,-41.11523367,-40.27845776
C1C2=CC=CC=C2C3=C1C=C(C=C3)C(=O)O,C1C2=CC=CC=C2C3=C1C=C(C=C3)C(=O)[O-],1,0,1,-2.902075072,-6.674595015,-12.46518928,-20.24058963,-24.87072638,-29.86018499,-34.928341,-39.82629871
C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)O,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)[O-],1,0,1,-3.257,-7.16929,-13.08773,-20.94528,-25.4966875,-30.235955,-34.85061,-39.60187186
N[C@@H](CCC(N)=O)C(O)=O,N[C@@H](CCC(N)=O)C([O-])=O,1,0,1,-5.404837227,-12.05518255,-21.69463017,-32.27545186,-35.4844888,-38.31890531,-39.8125,-39.4878403
C1=C(C=C(C(=C1O)O)O)C(=O)O,C1=C(C=C(C(=C1O)O)O)C(=O)[O-],1,2,1,-3.5,-6.968312436,-12.97927327,-21.2202263,-25.85903724,-30.68633844,-35.30052546,-39.41452033
NCCCCCCCC(O)=O,NCCCCCCCC([O-])=O,1,2,1,-3.07864948,-6.842509493,-12.55714176,-20.24184375,-24.80490092,-29.66649769,-34.6147421,-39.35456967
NCCCCCCCC(O)=O,NCCCCCCCC([O-])=O,1,0,1,-3.157791907,-6.917888757,-12.63206644,-20.30662025,-24.82867447,-29.62450505,-34.46216766,-39.05755608
C1=C(C(=O)NC(=O)N1)F,C1=C(C(=O)[N-]C(=O)N1)F,1,1,1,-8.489547665,-18.35357019,-29,-38.25,-40.6875,-41.625,-40.6875,-39
C1=CC(=CC=C1C(=O)O)S(F)(F)(F)(F)F,C1=CC(=CC=C1C(=O)[O-])S(F)(F)(F)(F)F,1,0,1,-3.391973034,-7.692688888,-14.15558551,-22.61693108,-27.17329436,-31.47132712,-35.30736557,-38.5
CCCC[C@@H](C)CCC(O)=O,CCCC[C@@H](C)CCC([O-])=O,1,0,1,-2.970253855,-6.471246669,-11.84672063,-19.15194403,-23.51114419,-28.25029121,-33.22578391,-38.25477408
C1=CC(=CC=C1C2=CC=C(C=C2)O)C(=O)O,C1=CC(=CC=C1C2=CC=C(C=C2)O)C(=O)[O-],1,0,1,-3.528159537,-6.712658933,-12.1534512,-19.67618947,-24.1856165,-29.07807222,-34.35107439,-38.25
O=C1NC(=O)NC(=O)N1,O=C1NC(=O)[N-]C(=O)N1,1,1,1,-9.06593717,-19.11471613,-28.7443255,-36.5,-37.4375,-38.125,-38.4375,-38
NC(=O)NC1NC(=O)NC1=O,NC(=O)NC1NC(=O)[N-]C1=O,1,0,1,-2.837341478,-6.343573494,-11.51201618,-18.68441163,-22.90229717,-27.54073263,-32.5380102,-37.60103217
C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)O,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)[O-],1,0,1,-2.911164757,-6.744824784,-12.63843301,-20.58591906,-25.05773809,-29.51184988,-33.69440962,-37.25398626
Cc1ccc(cc1)[S]([O-])(=O)=O,Cc1ccc(cc1)[S]([O-])(=O)=O,1,1,1,-5.193102046,-11.52466713,-20.16198129,-29.95318821,-31.5625,-34.125,-36.5,-36.25
OC(=O)c1ccccc1O,[O-]C(=O)c1ccccc1O,1,1,1,-7.395756783,-16.10962355,-26.29477217,-33.75,-35.875,-37.125,-36.875,-35.25
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)[O-],1,0,1,-2.780911654,-6.527730737,-12.2590575,-19.94862885,-24.18543295,-28.16576865,-31.82001072,-35.21252158
CCNC1=NC(=O)N=C(NC(C)C)N1,CCNC1=NC(=O)N=C(NC(C)C)[N-]1,1,1,1,-4.248582877,-9.803566581,-17.80431627,-26.95338023,-30.91430463,-33.41870909,-35.33043866,-35.11209522
C1=CC=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)O,C1=CC=C(C=C1)/C=C(\C2=CC=CC=C2)/C(=O)[O-],1,0,1,-2.397701572,-5.594624161,-10.57371755,-17.33173796,-21.31491074,-25.55483028,-29.83812481,-33.71149457
OC(=O)CCCc1c[nH]c2ccccc12,[O-]C(=O)CCCc1c[nH]c2ccccc12,1,0,1,-2.470890905,-5.399150132,-9.787610729,-15.89193743,-19.56326239,-23.64732063,-28.09095904,-32.76505878
C1=CC(=C(C=C1I)C(=O)O)I,C1=CC(=C(C=C1I)C(=O)[O-])I,1,2,1,-2.837066892,-6.520226694,-12.23885087,-19.54904789,-23.28304702,-26.80790454,-29.60264295,-32.696065
OC(=O)C1=CC(=O)NC(=O)N1,[O-]C(=O)C1=CC(=O)NC(=O)N1,1,0,1,-6.076670858,-13.16939249,-21.25,-28.5,-31.5,-32.625,-32.8125,-32.25
COc1cc(C=O)ccc1O,COc1cc(C=O)ccc1[O-],1,1,1,-5.452547546,-12.33767269,-21.5174471,-30.99246387,-34.5,-35.5,-34.0625,-31.25
COc1ccc2cc(ccc2c1)C(C)C(O)=O,COc1ccc2cc(ccc2c1)C(C)C([O-])=O,1,0,1,-2.076272716,-4.81461185,-9.071207952,-14.85281694,-18.42391833,-22.27980267,-26.44130035,-30.65091565
COC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,COC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)[O-],1,0,1,-2.190281144,-5.031544705,-9.405762375,-15.24565365,-18.73610299,-22.52318131,-26.53528355,-30.58671688
COc1ccc(O)c(c1)C(C)(C)C,COc1ccc([O-])c(c1)C(C)(C)C,1,0,1,-3.072067854,-6.472349404,-10.54895649,-15.83908181,-19.20062657,-22.92292171,-26.86296813,-30.48711063
OC(=CC=C1/C=C/C(C=C(C2)OC)=CC=2OC)C=C1,[O-]C(=CC=C1/C=C/C(C=C(C2)OC)=CC=2OC)C=C1,1,0,1,-2.15221794,-5.028095645,-9.467878342,-15.45970839,-18.95616052,-22.57024439,-26.08848574,-29.34547284
[O-][S](=O)(=O)c1ccc2ccccc2c1,[O-][S](=O)(=O)c1ccc2ccccc2c1,1,0,1,-4.13788939,-8.993789213,-15.18934605,-21.45777007,-25.33627504,-26.34572046,-28.84335953,-29.113209
CC(C)Cc1ccc(cc1)C(C)C(O)=O,CC(C)Cc1ccc(cc1)C(C)C([O-])=O,1,0,1,-2.010100434,-4.576379619,-8.520205404,-14.21931597,-17.53512587,-21.14431989,-25.00673285,-29.06548654
CC(C)Cc1ccc(cc1)C(C)C(O)=O,CC(C)Cc1ccc(cc1)C(C)C([O-])=O,1,0,1,-2.138809777,-4.705468366,-8.763661601,-14.25140946,-17.57132584,-21.15701401,-25.0150917,-29.03896118
C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O,C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)[O-],1,0,1,-1.951459708,-4.551083871,-8.647137086,-14.1709099,-17.46054734,-21.06405559,-24.90933293,-28.87215552
CCCCC1=CC=C(C=C1)C(C)C(=O)O,CCCCC1=CC=C(C=C1)C(C)C(=O)[O-],1,0,1,-1.864400518,-4.468713849,-8.520831883,-13.95113855,-17.20362422,-20.74898633,-24.5566768,-28.50393947
C1CCC(CC1)C2(CCCCC2)C(=O)O,C1CCC(CC1)C2(CCCCC2)C(=O)[O-],1,0,1,-2.091615565,-4.788891393,-8.879308324,-14.20953027,-17.39464196,-20.88695891,-24.61433069,-28.409445
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)[O-],1,0,1,-2.048797077,-4.769147721,-8.867077218,-14.21697424,-17.38641862,-20.84537654,-24.54330749,-28.34404281
CC(C)CC1=CC=C(C=C1)CCC(=O)O,CC(C)CC1=CC=C(C=C1)CCC(=O)[O-],1,0,1,-1.987054025,-4.516563683,-8.45931523,-13.77246608,-16.97819079,-20.45362016,-24.2127886,-28.20409052
C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],1,0,1,-2.07385,-4.62803,-8.46697,-13.59644,-16.5467225,-19.775755,-23.22078,-26.55223703
C(=C(Br)Br)C(=O)O,C(=C(Br)Br)C(=O)[O-],1,0,1,-2.187805959,-5.750337484,-10.31940825,-15.65979458,-18.18115706,-20.71916666,-23.52771188,-26.22347075
COc1ccc2cc(ccc2c1)C(C)C(O)=O,COc1ccc2cc(ccc2c1)C(C)C([O-])=O,1,1,1,-9.023734541,-16.92974021,-24.25,-29.75,-31.3125,-31.25,-28.9375,-26
O[S](=O)(=O)c1ccc2nc([nH]c2c1)c3ccccc3,[O-][S](=O)(=O)c1ccc2nc([nH]c2c1)c3ccccc3,1,0,1,-2.809902664,-6.454146688,-12,-17.54764692,-20.31069845,-21.6213969,-23.32300689,-25.5
C(COCCOCCOCC(=O)O)O,C(COCCOCCOCC(=O)[O-])O,1,1,1,-3.527182111,-7.960147199,-14.2729734,-21.2363549,-24.11964725,-25.74077526,-26.37038763,-25.49505784
C=C(C(=O)O)OP(=O)(O)[O-],C=C(C(=O)[O-])OP(=O)(O)[O-].[K+],1,0,1,-1.696415679,-4.079441917,-7.744430094,-12.61817208,-15.46860994,-18.55380831,-21.83542907,-25.21253605
OC(=O)COc1ccc(Cl)cc1Cl,[O-]C(=O)COc1ccc(Cl)cc1Cl,1,0,1,-2.065441099,-4.289561907,-7.728017079,-12.43380148,-15.24642171,-18.19673209,-21.36299405,-24.71701421
CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)[O-],1,0,1,-1.827299912,-4.137161968,-7.641905554,-12.2961926,-15.03408952,-17.97996556,-21.08775555,-24.32940449
O=C(/C(N1)=C/C(=CC=C2O)C=C2)N(C)C=1C,O=C(/C(N1)=C/C(=CC=C2[O-])C=C2)N(C)C=1C,1,0,1,-3.657731809,-8.165134048,-13.95640685,-18.5,-21.4375,-23,-23.625,-24
CN(C)c1ccc(cc1)N=Nc2ccccc2C(O)=O,CN(C)c1ccc(cc1)N=Nc2ccccc2C([O-])=O,1,0,1,-1.810468099,-3.956801016,-7.388903478,-11.81215728,-14.56727378,-17.47344622,-20.45440855,-23.76141372
[O-][S](=O)(=O)c1ccc2ccccc2c1,[O-][S](=O)(=O)c1ccc2ccccc2c1,1,1,1,-4.13788939,-8.993789213,-15.18934605,-21.45777007,-25.33627504,-26.34572046,-24.57024236,-22.91241984
Oc1ccc(c(O)c1)C(=O)c2ccccc2,Oc1ccc(c([O-])c1)C(=O)c2ccccc2,1,1,1,-3.514315445,-7.872357648,-13.89618488,-20.17571783,-22.03105115,-23.76311309,-24.94705137,-22.41573236
CCCCCCCCC1=CC=C(C=C1)C(=O)O,CCCCCCCCC1=CC=C(C=C1)C(=O)[O-],1,0,1,-1.564824217,-3.632873339,-6.831687837,-11.0783053,-13.58332695,-16.31471278,-19.25685534,-22.34166501
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c([O-])ncnc23,1,0,1,-2.844368456,-6.509331117,-11.26164723,-16.21969707,-18.96308087,-20.45913056,-21.31142511,-21.82685935
CC(C(O)=O)c1ccc(cc1)N2Cc3ccccc3C2=O,CC(C([O-])=O)c1ccc(cc1)N2Cc3ccccc3C2=O,1,0,1,-1.315378696,-3.223937711,-6.243264554,-10.37008627,-12.85099219,-15.57721959,-18.52861596,-21.69491056
C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)[N+](=O)[O-])N)O,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)[N+](=O)[O-])N)O,1,1,1,-3.35515068,-7.419470589,-12.95504116,-18.75,-21.5,-22.625,-22.625,-21.25
Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,Cc1ccc(C)c(OCCCC(C)(C)C([O-])=O)c1,1,0,1,-1.524912333,-3.508078507,-6.446654221,-10.11796022,-12.29771125,-14.5242905,-16.81021934,-19.05281339
O[S](=O)(=O)c1cccc2c1cccc2[S](O)(=O)=O,[O-][S](=O)(=O)c1cccc2c1cccc2[S](O)(=O)=O,1,1,1,-1.740111014,-4.761998755,-10.22706349,-15.79267811,-18.26448877,-19.05699064,-19.4375,-19
Nc1c(cc(c2ccccc12)[S]([O-])(=O)=O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)[S]([O-])(=O)=O,Nc1c(cc(c2ccccc12)[S]([O-])(=O)=O)N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)[S]([O-])(=O)=O,1,1,1,-2.072031063,-5.267000577,-9.273321994,-13.75761169,-15.92291526,-18.03182952,-19.05,-18.62893467
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],1,0,1,-2.40912,-5.2843,-9.33862,-13.73195,-15.5300775,-16.69355,-17.4466075,-18.25
C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],1,0,1,-1.31231,-3.09229,-5.67882,-9.10258,-11.1862275,-13.357125,-15.7008075,-18.08368706
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,N[S](=O)(=O)c1cc(C([O-])=O)c(NCc2occc2)cc1Cl,1,0,1,-1.64783954,-3.899728524,-7.209173206,-11.10292707,-12.96128327,-14.78732425,-15.95476775,-17.75
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,[O-]c1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1,0,1,-1.48564648,-3.557183216,-6.831307055,-11.02354371,-13.05077401,-15.04168579,-15.96751649,-17.75
C(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,C(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)[O-],1,0,1,-1.50391,-3.29354,-5.90919,-9.40409,-11.3782275,-13.52665,-15.7144475,-17.68492972
